contentData.name;contentData.dishType;contentData.imageResource;contentData.applianceType;contentData.technicalDescription;contentData.deprecated;contentData.properties.preparationType;contentData.properties.category;contentData.properties.vegetableFreshOrFrozen;contentData.properties.vegetableBreaded;contentData.properties.vegetablePreparationMethod;contentData.temperatureLevel;contentData.fryingSensorTemperature;contentData.durationRangeInSeconds.minimum;contentData.durationRangeInSeconds.maximum;id;contentData.properties.meatBone;contentData.properties.meatDimension;contentData.properties.meatOutcome;contentData.properties.meatPreparationMethod;contentData.properties.pastaRiceAndLegumesDriedOrFresh;contentData.properties.pastaRiceAndLegumesPreparationMethod;contentData.properties.pastaRiceAndLegumesGrainType;contentData.properties.friedFoodCookingFat;contentData.properties.friedFoodPreparationMethod;contentData.properties.vegetableOutcome;contentData.properties.meltingPreparationMethod;contentData.properties.fishCut;contentData.properties.fishFreshOrFrozen;contentData.properties.fishPreparationMethod;contentData.properties.fishBreaded;contentData.properties.friedFoodFreshOrFrozen;contentData.properties.friedFoodBreaded;contentData.technicalImages.src;contentData.technicalImages.title;contentData.properties.poultryPreparationMethod;contentData.properties.poultryBreaded;contentData.properties.vegetablePrecookedOrRaw;contentData.properties.meltingChocolate;contentData.properties.friedFoodThickness;contentData.properties.meatBreaded;contentData.properties.meatPrecookedOrRaw;contentData.properties.meatType;contentData.properties.meatDoneness;contentData.properties.meatThickness;contentData.properties.meatRind;contentData.properties.friedFoodMainIngredient
Steak;FULL_DISH;https://media3.bsh-group.com/Images/1000x/23594189_Steak_rare.png;HOB;-;False;COOK;MEAT;-;-;-;HIGH;220_DEGREES_CELSIUS;360;480;6d7809c2-02fb-41da-b437-6b1ec9b2ad13;WITHOUT_BONE;SLICES;-;PAN_FRY;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;WITHOUT_BREADING;-;LEAN;ENGLISH;-;-;-
StirFried;FULL_DISH;https://media3.bsh-group.com/Images/1000x/23636817_StirFriedRice.png;HOB;-;False;COOK;FRIED_FOOD;-;-;-;MEDIUM_HIGH;180_DEGREES_CELSIUS;360;600;fb8c4d8f-fde1-43b5-81c9-9dc6c174c643;-;-;-;-;-;-;-;-;PAN_FRY;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
Taco;FULL_DISH;https://media3.bsh-group.com/Images/1000x/23636940_Taco.png;HOB;-;False;COOK;FRIED_FOOD;-;-;-;HIGH;220_DEGREES_CELSIUS;180;300;da79b462-81a2-4752-a866-9019394cc7fb;-;-;-;-;-;-;-;-;PAN_FRY;-;-;-;-;-;-;-;-;-;-;-;-;-;-;THIN;-;-;-;-;-;-;-
TboneSteak;FULL_DISH;https://media3.bsh-group.com/Images/22110269_T-bone_steak.png;HOB;A T-bone steak of 4,5 cm Thickness;False;COOK;MEAT;-;-;-;HIGH;200_DEGREES_CELSIUS;600;900;af1c5e3b-1520-4b05-a9e3-f8cc6202877d;WITH_BONE;-;-;PAN_FRY;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;ENGLISH;THICK;-;-
TboneSteak;FULL_DISH;https://media3.bsh-group.com/Images/22110269_T-bone_steak.png;HOB;A T-bone steak of 4,5 cm Thickness;False;COOK;MEAT;-;-;-;MEDIUM_HIGH;180_DEGREES_CELSIUS;600;1200;e35e409c-5ffe-4c8c-8dc8-f3d928649c18;WITH_BONE;-;-;PAN_FRY;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;MEDIUM;THICK;-;-
ToastBread;FULL_DISH;https://media3.bsh-group.com/Images/1000x/23594035_ToastBreadPan.png;HOB;-;False;COOK;VEGETABLE;-;-;PAN_FRY;HIGH;220_DEGREES_CELSIUS;480;720;6c9f76c3-3bb0-43bb-9bb5-51fbe737157c;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
ToastSeed;FULL_DISH;https://media3.bsh-group.com/Images/25678286_Seeds.png;HOB;Toast seed in a pan;False;COOK;VEGETABLE;-;-;PAN_FRY;MEDIUM_HIGH;180_DEGREES_CELSIUS;120;240;9e2c23e7-ff41-498d-98c4-31448697c807;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
Tofu;FULL_DISH;https://media3.bsh-group.com/Images/25564142_Tofu.png;HOB;Pan fry tofu pieces or slices;False;COOK;FRIED_FOOD;-;-;-;MEDIUM_HIGH;180_DEGREES_CELSIUS;180;360;2a7fe54d-2c78-4e48-8b15-7e86d3a274ee;-;-;-;-;-;-;-;-;PAN_FRY;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;VEGETARIAN
TomatoSauce;FULL_DISH;https://media3.bsh-group.com/Images/25927584_tomato_sauce.png;HOB;Cook and thicker tomato sauce into a pan ;False;COOK;VEGETABLE;FRESH;-;PAN_FRY;VERY_LOW;120_DEGREES_CELSIUS;1200;1800;b4d8e694-bdab-4bdb-889a-8dcd3efd7861;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
TunaSteak;FULL_DISH;https://media3.bsh-group.com/Images/1000x/22104411_Tuna.png;HOB;-;False;COOK;FISH;-;-;-;MEDIUM_HIGH;180_DEGREES_CELSIUS;480;600;4f3f1cb8-9092-4865-89ad-0a60669a281d;-;-;-;-;-;-;-;-;-;-;-;CHOP;FRESH;PAN_FRY;WITHOUT_BREADING;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
TurkeySlices;FULL_DISH;https://media3.bsh-group.com/Images/1000x/25702161_Turkey_slice.png;HOB;Fry turkey slices;False;COOK;MEAT;-;-;-;MEDIUM_HIGH;180_DEGREES_CELSIUS;300;600;93f62de6-ee22-4d55-b41c-21a6603774a7;-;SLICES;-;PAN_FRY;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
VealEscalope;FULL_DISH;https://media3.bsh-group.com/Images/18076520_Single_VealSteak.png;HOB;Fry veal escalope;False;COOK;MEAT;-;-;-;MEDIUM_HIGH;180_DEGREES_CELSIUS;360;720;57db2efd-542c-42ab-80f6-a498d7044f96;-;SLICES;-;PAN_FRY;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;WITHOUT_BREADING;-;-;-;-;-;-
WhiteAsparagus;FULL_DISH;https://media3.bsh-group.com/Images/1000x/18076360_WhiteAsparagus.png;HOB;-;False;COOK;VEGETABLE;FRESH;-;BOIL;MEDIUM;-;480;600;f8e55821-28d1-4482-ab8d-963583f2e46f;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
WhiteRice;FULL_DISH;https://media3.bsh-group.com/Images/22121935_White_rice.png;HOB;-;False;COOK;PASTA_RICE_AND_LEGUMES;-;-;-;LOW;-;900;1200;527e58eb-4e15-4477-be8e-d6a1802a6f2a;-;-;-;-;DRIED;BOIL;WHITE;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
